,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,column10
1046,Instoried,2018.0,Bangalore,Computer Software,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",Sharmin Ali,"Pritt Investment Partners, 9Unicorns",$8000000,,
1047,SportZchain,2021.0,Mumbai,sports,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",$400000,Pre-seed,
1048,Hypto,2018.0,Chennai,Tech startup,The next generation of web services that democratize access to finance for developers and businesses.,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,$3000000,Seed,
1049,CHUPPS,2016.0,Mumbai,Foootwear,D2C footwear brand,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,$1100000,Pre-series A,
1050,Zenduty,2019.0,Bangalore,Computer Software,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams","Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,$1900000,Pre-series A,
1051,R for Rabbit,2014.0,Ahmedabad,Consumer Goods,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,Kunal Popat,Xponentia Capital Partners,$5000000,,
1052,Acko,2016.0,Bangalore,Insurance,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",$255000000,Series D,
1053,LoveLocal,2015.0,Mumbai,Retail,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,Akanksha Hazari,Vulcan Capital,$18000000,Pre-series B,
1054,SupplyNote,2015.0,Noida,Food & Beverages,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.","Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,$1200000,Pre-series A,
1055,Vakilsearch,2010.0,Chennai,Legal Services,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",Hrishikesh Datar,InCorp India,$10000000,,
1056,Cloudphysician,2017.0,Bangalore,Hospital & Health Care,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,$4000000,Pre-series A,
1057,Wiggles.in,2018.0,Pune,Veterinary,Wiggles India is a preventative healthcare brand for all things pets!,Anushka Iyer,Anthill Ventures,$5500000,Pre-series A,
1058,Avanti Finance,2017.0,Bangalore,Financial Services,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",$15000000,Series A2,
1059,Vanity Wagon,2018.0,New Delhi,Consumer Goods,Vanity Wagon is India's first true information oriented clean beauty marketplace.,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,$700000,Pre-series A,
1060,Purplle,2012.0,Mumbai,E-commerce,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,"Rahul Dash, Manish Taneja",Kedaara,$70000000,,
1061,Wallmantra,2013.0,Noida,Arts & Crafts,WallMantra is a well reputed wall decoration online store in India.,Shivam Agarwal,Velocity,$Undisclosed,,
1062,MFine,2017.0,Bangalore,Hospital & Health Care,"MFine aims to make access to trusted healthcare simple, fast, and effective.","Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",$48000000,Series C,
1063,Aquatein,2019.0,Mumbai,Food & Beverages,India's First Protein Water in 21g and 10g Variants with BCAA.,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,$Undisclosed,Seed,
1064,Mentza,2020.0,Mumbai,E-learning,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform","Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,$400000,Seed,
1065,ConnectedH,2018.0,Gurugram,Hospital & Health Care,Connect different sectors of healthcare system and give the patients complete control over their information.,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",$2300000,Seed,
1066,CredAvenue,2017.0,Chennai,FinTech,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",$90000000,Series A,
1067,Vedantu,2011.0,Bangalore,E-learning,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,$100000000,Series E,
1068,Exotel,2011.0,Bangalore,Telecommunications,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.","Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",$35000000,Series C,
1069,Fantasy Akhada,2020.0,Gurugram,sports,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,$2000000,Series A,
1070,Meesho,2015.0,Bangalore,Social commerce,Meesho is India’s largest marketplace for longtail products.,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital",$570000000,,
1071,PumPumPum,2018.0,Gurugram,Automotive,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,Tarun Lawadia,LC Nueva AIF,$Undisclosed,,
1072,Cusmat,2016.0,Hyderabad,Computer Software,CUSMAT is India’s largest immersive skilling and training platform.,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,$100000,Pre-series A,
1073,Homeville,2017.0,Mumbai,Information Technology & Services,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",$7000000,,
1074,Coinshift,2021.0,Chandigarh,Blockchain,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",$2500000,Seed,
1075,Strip Finance,2021.0,Hyderabad,Financial Services,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",$400000,Seed,
1076,Ola Electric,2017.0,Bangalore,Automotive,Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,"Falcon Edge, Softbank",$200000000,,
1077,Kolo,2020.0,Bangalore,Construction,Home construction app for finding ideas and service providers near you,"Pranav Garg, Jery Althaf",Better Capital,$550000,Pre-seed,
1078,Chqbook,2017.0,Gurugram,FinTech,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.","Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",$5000000,Pre-series B,
1079,My3DSelfie,2016.0,Guwahati,Arts & Crafts,World's first to create 3d figurine from photos,Harsha P Deka,"NEVF, AccelNest",$Undisclosed,Pre-series A,
1080,EV Plugs,2021.0,Gurugram,Information Technology & Services,EV charging station aggregator platform,"Manish Narang, Kapil Narang, Ashwani Arora",,$150000,,
1081,Rulezero,2019.0,Bangalore,Financial Services,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.","Satish Mugulavalli, Srinivas Katta",The Treasury,$2500000,Seed,
1082,CredRight,2016.0,Hyderabad,Financial Services,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts",$2700000,,
1083,Karbon Card,2019.0,Bangalore,FinTech,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.","Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",$12000000,Pre-series A,
1084,Auntie Fung,2015.0,Bangalore,Food & Beverages,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,$400000,,
1085,ePayLater,2015.0,Mumbai,Financial Services,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",$10000000,Series B,
1086,Fittr,2016.0,Pune,"Health, Wellness & Fitness","FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.","Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",$11000000,Series A,
1087,Medikabazaar,2014.0,Mumbai,Healthtech,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.","Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",$75000000,Series C,
1088,Nimble Growth Organics,2016.0,Bangalore,Farming,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",,$Undisclosed,Seed,
1089,Delhivery,2011.0,Gurugram,Logistics & Supply Chain,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,"Lee Fixel’s venture capital firm, Addition",$125000000,,
1090,Akudo,2020.0,Bangalore,Financial Services,A Learning-First Neobank for teenagers - Enable practical financial education for child today,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",$4200000,Seed,
1091,Sanctum Wealth,2016.0,Mumbai,Investment Management,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,Shiv Gupta,The Xander Group,$10000000,,
1092,88academics,2018.0,New Delhi,Education,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,Anil Ahuja,Aarin Capital,$3000000,Pre-series A,
1093,Upgame,2017.0,Gurugram,sports,Upgame is the leading data intelligence and practice tracking platform for golfers,Sameer Sawhney,"James Milner, Adam Lallana",$Undisclosed,,
1094,Sanfe,2018.0,New Delhi,"Health, Wellness & Fitness",India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",$1000000,Series A,
1095,PredictiVu,2020.0,Gurugram,Management Consulting,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",,Kunal Sarkar,$1500000,Pre-seed,
1096,Sterling Accuris Wellness,2016.0,Ahmedabad,Hospital & Health Care,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",Girish Patel,Morgan Stanley Private Equity Asia,$30000000,,
1097,Bijnis,2015.0,New Delhi,B2B startup,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,$30000000,Series B,
1098,Capital Float,2013.0,Bangalore,Financial Services,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,$50000000,,
1099,Manch Technologies,2017.0,Bangalore,Information Technology & Services,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",Suresh Anantpurkar,Bharat Inclusion,$1000000,Pre-series A,
1100,Sochcast,2020.0,Online Media	#REF!,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa","Vinners, Raj Nayak, Amritaanshu Agrawal",$Undisclosed,,,
1101,Glamyo Health,2019.0,New Delhi,Hospital & Health Care,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,$3000000,Series A,
1102,CashBook,2020.0,Gurugram,FinTech,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.","Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",$2300000,Seed,
1103,The Money Club,2016.0,Noida,Financial Services,The Money Club is a mobile platform for peer to peer chit funds.,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",$1700000,Pre-series A,
1104,SuperZop,2016.0,Mumbai,Retail,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,$4000000,Series A,
1105,Zypp Electric,2017.0,Gurugram,Logistics & Supply Chain,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.","Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures",$7000000,Series A,
1106,Alpha Coach,2021.0,Mumbai,Professional Training & Coaching,One to One Personal Fitness Coaching,Ketan Mavinkurve,Jani Ventures INC,$1200000,,
1107,VRO Hospitality,2018.0,Bangalore,Hospitality,One of the fastest-growing hospitality companies based out of Bangalore.,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,$3000000,Series A,
