,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,column10
928,MoEngage,,Bangalore,Marketing,Customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series C,
929,Classplus,2018.0,,Edtech,It allows coaching centres to take their brick-and-mortar setup online,"Rustagi, Bhaswat Agarwal","Blume Ventures, Sequoia",2500000.0,Pre series A,
930,Chaayos,2012.0,,Beverages,Provides customised range of tea,"Nitin Saluja, Raghav Verma",Think Investment,21500000.0,,
931,PetPooja,2011.0,Ahmedabad,SaaS,Restaurant management software provider,Apurv Patel,Udaan,2000000.0,,
932,Altor,,,Tech,Makes helmets that are IoT and AI enabled,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta",Venture Catalysts,,,
933,Pepperfry,2013.0,Mumbai,E-market,Online home furniture marketplace,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,
934,FirstCry,2010.0,Pune,E-market,Baby products marketplace,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series E,
935,Byju,2011.0,,Edtech,Provides online learning classes,Byju Raveendran,General Atlantic,200000000.0,,
936,Waycool,2015.0,Chennai,Agritech,Food development and distribution services,Karthick Jayraman and Sanjay Dasari,LightBox Ventures,32000000.0,Series C,
937,WorkIndia,,,HR tech,An online and mobile-based platform that connects companies with blue collar employees.,Kunal Patil,Xiaomi,6000000.0,,
938,Qyuki,,Mumbai,Media,Multi-channel broadcast network,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,,
939,Leap India,,Coimbatore,Agritech,Agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series B,
940,Picxy,,Hyderabad,Media,Stock photo industry,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,,
941,Krimanshi,,Jodhpur,Agritech,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,,
942,NEETprep,,Delhi,Edtech,Provides crash course for NEET preparation,Kapil Gupta,IndiaQuotient,,,
943,Dot Pvt. Ltd,,Gurugram,Fintech,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Seed Round,
944,Kuku FM,,Mumbai,Media,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,
945,SuperMoney,2018.0,Mumbai,Fintech,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre series A,
946,Rebel Foods,,,Food tech,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,,
947,AlphaVector,2015.0,Bangalore,E tailor,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",,,
948,Fox Capital,2019.0,Jaipur,Fintech,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,,
949,Tribe Theory,,Bangalore,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,,
950,Fleetx,,,SaaS,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A,
951,Embibe,,Mumbai,Edtech,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,,
952,Entri,2017.0,Kochi,Edtech,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round,
953,Oye! Rickshaw,,,E-mobility,App-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series A,
954,Seal Professional,2012.0,Bangalore,Edtech,Trains students in managemnt and leadership skills and also helps in placement,,Equanimity Ventures,,Pre series A,
955,Sprinng Foods,,Mumbai,Food,Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",,,
956,1MG,2015.0,Gurugram,Healthtech,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,,
957,Aagey,,Bangalore,Fintech,Provides financial assistance to MSMEs,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",,,
958,Doubtnut,2017.0,Gurugram,Edtech,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,
959,AdonMo,2017.0,Bangalore,Ad-tech,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,,
960,RACEnergy,2018.0,,E-mobility,It builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",,Seed Round,
961,BharatPe,2018.0,Delhi,Fintech,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,,
962,Kisan Network,2015.0,Gurugram,Agritech,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed Round,
963,Vogo,2016.0,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,
964,Yolo,2019.0,Gurugram,Transport,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed Round,
965,Unotech,2011.0,Mumbai,SaaS,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,,
966,Zetwerk,2018.0,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,,
967,CureSkin,2017.0,Bangalore,Healthtech,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,,
968,WizKlub,2018.0,Bangalore,Edtech,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed Funding,
969,Interviewbit,2014.0,Pune,Edtech,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,
970,MoneyTap,2016.0,,Fintech,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series B,
971,Uniplatform Tech,2015.0,Delhi,SaaS,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",,,
972,INdwealth,,Gurugram,Fintech,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series C,
973,Bizongo,2015.0,Mumbai,Marketplace,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,
974,AppsFlyer,2011.0,Bangalore,SaaS,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,
975,Digit Insurance,,Bangalore,Insurtech,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,,
976,Livspace,2014.0,Bangalore,Interior Design,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,
977,GetVantage,,Mumbai,Fintech,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",,Seed Round,
978,Konfinity,2018.0,Noida,Edtech,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel investors,,,
979,Pine Labs,,Noida,Fintech,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,,,
980,Instoried,,Delhi,SaaS,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"SOSV, Chinaccelerator",,,
981,Nupay,,Haryana,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,,,
982,LogiNext,,,Transport Automation,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,Series B,
983,Samosa Singh,2016.0,Bangalore,Food,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,
984,Crysta,2018.0,Delhi,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre Series A,
985,Eupheus Learning,2017.0,New Delhi,Edtech,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A,
986,Bounce,2014.0,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series D,
987,Park+,,,Techonology,It is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,,
988,Goodmylk,2017.0,Bangalore,Dairy,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round,
989,SmartKarrot,2019.0,,SaaS,It tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1000000.0,,
990,Skylo,2017.0,,IoT,Provides affordable and ever present network that connects machines or sensors,Trivedi,SoftBank Group,103000000.0,Series B,
991,Tea Trunk,2013.0,Goa,Beverage,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,220000.0,,
992,Zoomcar,2013.0,Bangalore,Transport & Rentals,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,
993,Mera Cashier,2019.0,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round,
994,Samya AI,2019.0,,SaaS,Revenue growth AI startup in the consumer packed goods (CPG) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,Seed Round,
995,Kristal AI,2016.0,,AI,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series A,
996,Invento Robotics,,,AI Robotics,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed Round,
997,Zimyo,2018.0,Gurugram,HR tech,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),,,
998,Sabse Sasta Dukaan,2016.0,Kolkata,Pharmaceutical,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel investors,,,
999,Fitphilia,,Mumbai,Healthtech,Provides IoT-enabled treadmill,Nirav Patil,Angel investors,,,
1000,Medicus,,Mumbai,Healthtech,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,,
1001,Monech,,Mumbai,Fintech,Automated platform which will help users to take their financial decisions,,Angel investors,12700.0,Seed Round,
1002,Teach Us,,,Edtech,Educational portal which enables the students to access information related to education at one common platform,,Angel investors,12700.0,Seed Round,
1003,Dealberg,,Bangalore,B2B marketplace,Deals in office supplies,Abhishek Emmanuel,Undisclosed,,,
1004,Phenom People,2010.0,,HR tech,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi,WestBridge Capital,30000000.0,Series C,
1005,Extra Edge,,Pune,Edtech,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre Series A,
1006,Capital Quotient,2016.0,Bangalore,Fintech,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,,
1007,Karfa,,Delhi,Ecommerce,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed Round,
1008,Gamerji,2019.0,,Gaming,Esports tournament platform,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,,
1009,Bounce,2014.0,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,
1010,Zinier,2015.0,Bangalore,Automation,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series C,
1011,ProEves,2016.0,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round,
1012,Toddle,,Bengaluru,,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,,,
1013,Aesthetic Nutrition,2018.0,,Food diet,Markets and sells chewable dietary supplements,Divij Bajaj,DSG Consumer Partners,,Pre Series A,
1014,Capital Float,2013.0,Bangalore,Fintech,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,,
1015,Ninjacart,2015.0,Bangalore,B2B Agritech,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C,
1016,TechnifyBiz,2017.0,,B2B Agritech,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed Round,
1017,Wysh,2019.0,Hyderabad,E-connect,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series A,
1018,Keito,2016.0,Pune,AI,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed Round,
1019,Klub,2019.0,,Fintech,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Pre seed round,
1020,Aadhar,2017.0,Mumbai,Ecommerce,Ayurveda wellness and lifestyle consumer brand,,"Sprout Venture Partners, JITO Angel Network, LetsVenture",,Seed Round,
1021,IncubateHub,,Bengaluru,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,,,
1022,Rage Coffee,,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,,,
1023,Skilancer,,Noida,Technology,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,,,
1024,Harappa Education,,New Delhi,Edtech,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-led Lupa Systems,,,
1025,Rheo,,,Entertainment,Online e-sports streaming and community platform,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,,
1026,Axio Biosolutions,,Bangalore,Medtech,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B,
1027,Techbooze,,,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,Series A,
1028,PayMart,2015.0,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",,,
1029,Testbook,,,Edtech,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series B,
1030,FabAlley,2012.0,Noida,Ecommerce,Online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,,
1031,HaikuJAM,,,,Creative writing mobile platform,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,,
1032,Mamaearth,,,Ecommerce,Online baby and mother care brand,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,Series A,
1033,Rentomojo,2014.0,,Rental,"Furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania,GMO Payment Gateway,2000000.0,,
1034,Zomato,,,Foodtech,Online food delivery and restaurant discovery platform,Deepinder Goyal,Ant Financial,150000000.0,,
1035,Byju,2011.0,,Edtech,Provides online learning classes,Byju Raveendran,Tiger Global,200000000.0,,
1036,Generico,,Mumbai,Pharmacy,Generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,,
1037,HighRadius,2016.0,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series B,
1038,Chai Kings,,Chennai,Beverage,It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),1000000.0,,
